Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	Number	Freq	Is Cancer Gene (source: OncoKB)
PLCG1	0	20q12	AMP	44	616	7.1%	Yes
TEX47		7q21.13	HOMDEL	2	616	0.3%	No
RPL13AP17		7q21.11	HOMDEL	1	616	0.2%	No
RRAGA	1.016e-1	9p22.1	HOMDEL	1	616	0.2%	No
ZC3H7B		22q13.2	AMP	1	616	0.2%	No
DNM3OS		1q24.3	HOMDEL	1	616	0.2%	No
HRH2		5q35.2	HOMDEL	2	616	0.3%	No
UBE2D1		10q21.1	HOMDEL	1	616	0.2%	No
CT45A2		Xq26.3	HOMDEL	1	616	0.2%	No
SLC6A7		5q32	AMP	1	616	0.2%	No
FUT11		10q22.2	AMP	3	616	0.5%	No
ATP6V1F		7q32.1	AMP	2	616	0.3%	No
FCRL1	1.892e-2	1q23.1	AMP	3	616	0.5%	No
TSEN54		17q25.1	AMP	2	616	0.3%	No
RGMA		15q26.1	HOMDEL	2	616	0.3%	No
FAM20C	2.467e-1	7p22.3	AMP	1	616	0.2%	No
BTBD3		20p12.2	AMP	4	616	0.6%	No
NCEH1		3q26.31	HOMDEL	1	616	0.2%	No
LCN12		9q34.3	HOMDEL	1	616	0.2%	No
SLC6A8		Xq28	AMP	4	616	0.6%	No
CA8		8q12.1	AMP	20	616	3.2%	No
ESPN		1p36.31	HOMDEL	6	616	1.0%	No
MTFP1		22q12.2	HOMDEL	1	616	0.2%	No
OR4N2	6.190e-2	14q11.2	HOMDEL	1	616	0.2%	No
KCNIP4		4p15.31-p15.2	HOMDEL	4	616	0.6%	No
MGAT5B		17q25.2	AMP	3	616	0.5%	No
VPREB1		22q11.22	HOMDEL	2	616	0.3%	No
EVC2	9.545e-2	4p16.2	HOMDEL	3	616	0.5%	No
LINC00698		3p14.2	HOMDEL	1	616	0.2%	No
SOX1		13q34	HOMDEL	1	616	0.2%	No
CCDC6		10q21.2	HOMDEL	2	616	0.3%	Yes
PTPN20		10q11.22	HOMDEL	2	616	0.3%	No
RNF112		17p11.2	AMP	1	616	0.2%	No
SNORD87		8q13.1	AMP	19	616	3.1%	No
CHAC1	3.147e-8	15q15.1	HOMDEL	9	616	1.5%	No
RCOR1	1.130e-1	14q32.31	HOMDEL	2	616	0.3%	No
RUFY3		4q13.3	AMP	1	616	0.2%	No
SPATA13		13q12.12	HOMDEL	1	616	0.2%	No
LINC00662		19q11	HOMDEL	2	616	0.3%	No
PRAMEF2		1p36.21	HOMDEL	3	616	0.5%	No
CA9		9p13.3	AMP	4	616	0.6%	No
SLF1		5q15	AMP	1	616	0.2%	No
PRMT2		21q22.3	HOMDEL	3	616	0.5%	No
USP43		17p13.1	HOMDEL	7	616	1.1%	No
MRPL11		11q13.2	HOMDEL	1	616	0.2%	No
PRDM10		11q24.3	AMP	2	616	0.3%	No
EGLN1	1.892e-2	1q42.2	AMP	4	616	0.6%	No
RNA5SP393	3.147e-8	15q15.1	HOMDEL	9	616	1.5%	No
MS4A14		11q12.2	HOMDEL	1	616	0.2%	No
SPEF1		20p13	HOMDEL	2	616	0.3%	No
NACC2		9q34.3	HOMDEL	2	616	0.3%	No
AMN1		12p11.21	HOMDEL	1	616	0.2%	No
GNAT2	4.912e-6	1p13.3	HOMDEL	4	616	0.6%	No
TMEM91		19q13.2	AMP	1	616	0.2%	No
C5ORF64		5q12.1	HOMDEL	5	616	0.8%	No
AP2B1		17q12	HOMDEL	1	616	0.2%	No
HNRNPL		19q13.2	AMP	4	616	0.6%	No
EPN2		17p11.2	AMP	1	616	0.2%	No
ECM1	1.892e-2	1q21.2	AMP	4	616	0.6%	No
NUDT22		11q13.1	HOMDEL	1	616	0.2%	No
GOLGA6L6	2.325e-6	15q11.2	HOMDEL	5	616	0.8%	No
RNA5SP335		11p15.1	AMP	2	616	0.3%	No
PRDM11		11p11.2	AMP	1	616	0.2%	No
RN7SL460P		Xq21.1	HOMDEL	2	616	0.3%	No
ERMARD		6q27	AMP	2	616	0.3%	No
HNRNPK		9q21.32	AMP	1	616	0.2%	No
SCAND2P	9.521e-2	15q25.2	AMP	1	616	0.2%	No
RNA5SP38		13q33.2	HOMDEL	1	616	0.2%	No
XKR7		20q11.21	AMP	58	616	9.4%	No
GET3		19p13.13	HOMDEL	3	616	0.5%	No
UNK		17q25.1	AMP	3	616	0.5%	No
RN7SKP295		5q14.3	HOMDEL	2	616	0.3%	No
PRKCZ		1p36.33	AMP	1	616	0.2%	No
MOB2		11p15.5	HOMDEL	2	616	0.3%	No
ECH1		19q13.2	AMP	4	616	0.6%	No
DHX30		3p21.31	AMP	1	616	0.2%	No
RNA5SP355		12p11.22	AMP	5	616	0.8%	No
LCN8		9q34.3	HOMDEL	1	616	0.2%	No
TMEM252		9q21.11	AMP	2	616	0.3%	No
CFAP74		1p36.33	AMP	1	616	0.2%	No
CTDSPL		3p22.2	HOMDEL	1	616	0.2%	No
HMGCL		1p36.11	HOMDEL	2	616	0.3%	No
PRKDC		8q11.21	AMP	16	616	2.6%	Yes
PSMG2		18p11.21	AMP	4	616	0.6%	No
CUZD1		10q26.13	AMP	1	616	0.2%	No
CWF19L2	1.152e-1	11q22.3	HOMDEL	3	616	0.5%	No
MTRNR2L3		20q13.31	AMP	56	616	9.1%	No
ECHS1		10q26.3	AMP	1	616	0.2%	No
TRAK1		3p22.1	AMP	1	616	0.2%	No
REXO2	1.152e-1	11q23.2	HOMDEL	1	616	0.2%	No
GSR		8p12	HOMDEL	28	616	4.5%	No
DBIL5P		17p13.3	AMP	2	616	0.3%	No
NPIPP1		16p13.11	AMP	1	616	0.2%	No
AURKA		20q13.2	AMP	52	616	8.4%	Yes
PIF1		15q22.31	HOMDEL	1	616	0.2%	No
ZNF470		19q13.43	AMP	1	616	0.2%	No
KLHDC10		7q32.2	AMP	1	616	0.2%	No
ATP5F1B		12q13.3	AMP	2	616	0.3%	No
CCDC78		16p13.3	HOMDEL	4	616	0.6%	No
RABEP1		17p13.2	HOMDEL	6	616	1.0%	Yes
SLA2		20q11.23	HOMDEL	1	616	0.2%	No
PWWP3A		19p13.3	HOMDEL	4	616	0.6%	No
PSMB9		6p21.32	HOMDEL	2	616	0.3%	No
RNA5SP21		1p31.1	HOMDEL	2	616	0.3%	No
CTXN2		15q21.1	HOMDEL	4	616	0.6%	No
ZNF749		19q13.43	AMP	1	616	0.2%	No
TMEM132E		17q12	AMP	5	616	0.8%	No
MXRA8		1p36.33	AMP	1	616	0.2%	No
CENPW		6q22.32	AMP	2	616	0.3%	No
SACM1L		3p21.31	AMP	1	616	0.2%	No
TEX30		13q33.1	HOMDEL	1	616	0.2%	No
LINC00469		17q25.1	AMP	3	616	0.5%	No
CYHR1		8q24.3	AMP	28	616	4.5%	No
CYREN		7q33	HOMDEL	1	616	0.2%	No
MANEAL		1p34.3	AMP	2	616	0.3%	No
AIMP1		4q24	HOMDEL	1	616	0.2%	No
SOGA3		6q22.33	AMP	2	616	0.3%	No
CDKL5		Xp22.13	AMP	4	616	0.6%	No
MCTP2	9.521e-2	15q26.2	AMP	3	616	0.5%	No
CDH9		5p14.1	HOMDEL	2	616	0.3%	No
CTNNBL1		20q11.23	HOMDEL	1	616	0.2%	No
MAPK1		22q11.22	AMP	1	616	0.2%	Yes
EQTN		9p21.2	AMP	1	616	0.2%	No
TUSC3		8p22	AMP	1	616	0.2%	Yes
AGXT		2q37.3	HOMDEL	2	616	0.3%	No
LINC00685		Xp22.33 and Yp11.32	AMP	5	616	0.8%	No
TMEM129	9.545e-2	4p16.3	HOMDEL	1	616	0.2%	No
S100P	9.545e-2	4p16.1	HOMDEL	2	616	0.3%	No
C9ORF153		9q21.33	AMP	2	616	0.3%	No
TARDBP		1p36.22	HOMDEL	3	616	0.5%	No
CERT1		5q13.3	HOMDEL	2	616	0.3%	No
CGGBP1		3p11.1	HOMDEL	2	616	0.3%	No
MAPK3		16p11.2	AMP	4	616	0.6%	Yes
ZNF324B		19q13.43	AMP	1	616	0.2%	No
SSX4B		Xp11.23	HOMDEL	3	616	0.5%	No
LVRN	2.199e-5	5q23.1	HOMDEL	10	616	1.6%	No
LZTFL1		3p21.31	AMP	1	616	0.2%	No
RNU6ATAC29P		3p21.2	HOMDEL	3	616	0.5%	No
GEMIN4		17p13.3	AMP	2	616	0.3%	No
DCTD		4q35.1	AMP	1	616	0.2%	No
PRR4		12p13.2	AMP	2	616	0.3%	No
DNAJC15		13q14.11	AMP	23	616	3.7%	No
RHBDL1		16p13.3	AMP	2	616	0.3%	No
AKR1C7P		10p15.1	AMP	2	616	0.3%	No
USP17L18	9.545e-2	4p16.1	HOMDEL	2	616	0.3%	No
HOXA2	2.467e-1	7p15.2	AMP	3	616	0.5%	No
PROKR2		20p12.3	HOMDEL	2	616	0.3%	No
CTBP1	9.545e-2	4p16.3	HOMDEL	1	616	0.2%	No
DDX60L		4q32.3	AMP	2	616	0.3%	No
CXCR3		Xq13.1	AMP	1	616	0.2%	No
DCUN1D5		11q22.3	AMP	1	616	0.2%	No
TBL2		7q11.23	AMP	2	616	0.3%	No
TCP10L2		6q27	HOMDEL	3	616	0.5%	No
DIP2C-AS1		10p15.3	AMP	1	616	0.2%	No
ACE		17q23.3	AMP	6	616	1.0%	No
TM7SF2		11q13.1	HOMDEL	2	616	0.3%	No
FOXH1		8q24.3	AMP	28	616	4.5%	No
DIXDC1		11q23.1	AMP	1	616	0.2%	No
HOXA1	2.467e-1	7p15.2	AMP	3	616	0.5%	No
PRLHR		10q26.11	AMP	1	616	0.2%	No
TM9SF2		13q32.3	HOMDEL	1	616	0.2%	No
SH2B1		16p11.2	HOMDEL	1	616	0.2%	No
GCC1		7q32.1	AMP	2	616	0.3%	No
DMBX1		1p33	AMP	1	616	0.2%	No
RSPO4		20p13	HOMDEL	3	616	0.5%	No
CKAP2		13q14.3	HOMDEL	1	616	0.2%	No
PLD2		17p13.2	HOMDEL	6	616	1.0%	No
NRM		6p21.33	AMP	2	616	0.3%	No
CEP295		11q21	AMP	1	616	0.2%	No
DCK		4q13.3	AMP	1	616	0.2%	No
OR2H1		6p22.1	HOMDEL	1	616	0.2%	No
CFAP20		16q21	AMP	1	616	0.2%	No
OPRM1		6q25.2	HOMDEL	2	616	0.3%	No
NPBWR1		8q11.23	AMP	17	616	2.8%	No
C21ORF58		21q22.3	HOMDEL	3	616	0.5%	No
TSPAN15		10q22.1	HOMDEL	2	616	0.3%	No
MUC12		7q22.1	AMP	4	616	0.6%	No
KCNJ8		12p12.1	HOMDEL	1	616	0.2%	No
CDK14		7q21.13	HOMDEL	1	616	0.2%	No
ZFTA		11q13.1	HOMDEL	2	616	0.3%	No
ATXN3L		Xp22.2	AMP	4	616	0.6%	No
VPS26C		21q22.13	HOMDEL	2	616	0.3%	No
SLC25A43		Xq24	HOMDEL	1	616	0.2%	No
RASA3		13q34	HOMDEL	1	616	0.2%	No
NOL10		2p25.1	HOMDEL	2	616	0.3%	No
TTC13	1.892e-2	1q42.2	AMP	4	616	0.6%	No
NPBWR2		20q13.33	AMP	47	616	7.6%	No
ENTPD7		10q24.2	HOMDEL	4	616	0.6%	No
BRD2		6p21.32	HOMDEL	2	616	0.3%	No
UTS2		1p36.23	AMP	1	616	0.2%	No
NPC2	1.130e-1	14q24.3	HOMDEL	1	616	0.2%	No
SYNRG		17q12	AMP	7	616	1.1%	No
CASP12		11q22.3	AMP	1	616	0.2%	No
TSPYL5		8q22.1	AMP	26	616	4.2%	No
AATK		17q25.3	HOMDEL	1	616	0.2%	No
PRKCA		17q24.2	HOMDEL	1	616	0.2%	No
RBM5		3p21.31	HOMDEL	2	616	0.3%	No
CDHR3		7q22.3	HOMDEL	1	616	0.2%	No
TSPAN32		11p15.5	AMP	1	616	0.2%	No
RNA5SP126		3p24.2	HOMDEL	1	616	0.2%	No
SLC37A3		7q34	AMP	1	616	0.2%	No
ECI1		16p13.3	AMP	1	616	0.2%	No
KLHL2		4q32.3	AMP	1	616	0.2%	No
FAM229A		1p35.1	AMP	1	616	0.2%	No
ATP9A		20q13.2	AMP	48	616	7.8%	No
GADD45G		9q22.2	AMP	4	616	0.6%	No
TSPAN18		11p11.2	AMP	1	616	0.2%	No
KRT33B		17q21.2	HOMDEL	1	616	0.2%	No
LMO3	1.319e-2	12p12.3	HOMDEL	1	616	0.2%	No
MUCL3		6p21.33	HOMDEL	1	616	0.2%	No
PEAK1		15q24.3	HOMDEL	1	616	0.2%	No
VSTM2L		20q11.23	HOMDEL	1	616	0.2%	No
ABHD8		19p13.11	AMP	1	616	0.2%	No
TSSC4		11p15.5	AMP	1	616	0.2%	No
VMA21		Xq28	HOMDEL	1	616	0.2%	No
POU4F2		4q31.22	HOMDEL	1	616	0.2%	No
C10ORF55		10q22.2	AMP	3	616	0.5%	No
TLR3		4q35.1	HOMDEL	15	616	2.4%	No
CCDC51		3p21.31	HOMDEL	3	616	0.5%	No
LIPJ		10q23.31	HOMDEL	9	616	1.5%	No
RNY4P9		13q14.3	HOMDEL	1	616	0.2%	No
CDC73	1.892e-2	1q31.2	AMP	5	616	0.8%	Yes
SSU72		1p36.33	AMP	1	616	0.2%	No
NKAP		Xq24	AMP	1	616	0.2%	No
HUWE1		Xp11.22	AMP	2	616	0.3%	No
SHANK2		11q13.3-q13.4	HOMDEL	1	616	0.2%	No
EDA		Xq13.1	AMP	1	616	0.2%	No
ATXN2L		16p11.2	AMP	4	616	0.6%	No
SUGT1		13q14.3	AMP	18	616	2.9%	No
TNKS1BP1		11q12.1	AMP	1	616	0.2%	No
DROSHA		5p13.3	AMP	5	616	0.8%	Yes
OSCP1		1p34.3	HOMDEL	1	616	0.2%	No
VCX		Xp22.31	AMP	4	616	0.6%	No
ZDHHC20		13q12.11	HOMDEL	1	616	0.2%	No
C1ORF68	1.892e-2	1q21.3	AMP	4	616	0.6%	No
OR7G3		19p13.2	HOMDEL	3	616	0.5%	No
SLCO4C1	1.117e-18	5q21.1	HOMDEL	14	616	2.3%	No
HNRNPU	1.892e-2	1q44	AMP	4	616	0.6%	No
OCIAD2		4p11	AMP	1	616	0.2%	No
UBE2D2		5q31.2	HOMDEL	1	616	0.2%	No
SLC35E3		12q15	AMP	1	616	0.2%	No
SCGB1B2P		19q13.11	HOMDEL	1	616	0.2%	No
RN7SL594P		20p11.1	HOMDEL	1	616	0.2%	No
MTMR11	1.892e-2	1q21.2	AMP	4	616	0.6%	No
SHKBP1		19q13.2	AMP	4	616	0.6%	No
CCDC40		17q25.3	HOMDEL	1	616	0.2%	No
CSNK2B		6p21.33	HOMDEL	2	616	0.3%	No
ZNF165		6p22.1	HOMDEL	1	616	0.2%	No
TCL1B	1.130e-1	14q32.13	HOMDEL	2	616	0.3%	Yes
NCAPG		4p15.31	AMP	1	616	0.2%	No
ZNF366		5q13.1	HOMDEL	2	616	0.3%	No
FAU		11q13.1	HOMDEL	2	616	0.3%	No
MPP1		Xq28	HOMDEL	2	616	0.3%	No
SPAG9		17q21.33	AMP	4	616	0.6%	No
ZFYVE1	1.130e-1	14q24.2	HOMDEL	2	616	0.3%	No
BLCAP	0	20q11.23	AMP	45	616	7.3%	No
ZSCAN9		6p22.1	AMP	2	616	0.3%	No
RN7SKP259		11q12.1	HOMDEL	1	616	0.2%	No
TMEM244		6q22.33	HOMDEL	2	616	0.3%	No
OR7G2		19p13.2	HOMDEL	3	616	0.5%	No
SNORD73A		4q31.3	AMP	1	616	0.2%	No
SRR		17p13.3	HOMDEL	5	616	0.8%	No
PTPRQ	1.486e-1	12q21.31	HOMDEL	1	616	0.2%	No
MACROH2A2		10q22.1	AMP	2	616	0.3%	No
SLC27A3	1.892e-2	1q21.3	AMP	4	616	0.6%	No
DUSP12	1.892e-2	1q23.3	AMP	4	616	0.6%	No
TTC7A		2p21	HOMDEL	2	616	0.3%	No
TOR1AIP2	1.892e-2	1q25.2	AMP	4	616	0.6%	No
WDR36	5.188e-23	5q22.1	HOMDEL	15	616	2.4%	No
CCDC191		3q13.31	HOMDEL	1	616	0.2%	No
SCAMP3	1.892e-2	1q22	AMP	3	616	0.5%	No
SNF8		17q21.32	AMP	5	616	0.8%	No
OIT3		10q22.1	AMP	1	616	0.2%	No
TENT4A		5p15.31	HOMDEL	1	616	0.2%	No
STOML2		9p13.3	HOMDEL	1	616	0.2%	No
RPL14		3p22.1	AMP	1	616	0.2%	No
DVL2		17p13.1	HOMDEL	10	616	1.6%	No
ZNF195		11p15.5	AMP	1	616	0.2%	No
MYO15A		17p11.2	HOMDEL	4	616	0.6%	No
SNORA14B		1q42.3	HOMDEL	1	616	0.2%	No
ZBED4	1.105e-5	22q13.33	HOMDEL	7	616	1.1%	No
FAM74A6		9q12	HOMDEL	1	616	0.2%	No
RN7SL268P		22q11.23	HOMDEL	1	616	0.2%	No
RN7SL132P	2.467e-1	7p14.3	AMP	2	616	0.3%	No
MAGEB3		Xp21.2	HOMDEL	4	616	0.6%	No
MATN2		8q22.1-q22.2	AMP	27	616	4.4%	No
DAXX		6p21.32	HOMDEL	1	616	0.2%	Yes
RPUSD2	3.147e-8	15q15.1	HOMDEL	8	616	1.3%	No
ULBP3		6q25.1	HOMDEL	1	616	0.2%	No
NXT1		20p11.21	AMP	14	616	2.3%	No
ARTN		1p34.1	AMP	1	616	0.2%	No
CCDC26		8q24.21	AMP	31	616	5.0%	No
CLEC4G		19p13.2	HOMDEL	4	616	0.6%	No
ADAD2		16q24.1	HOMDEL	2	616	0.3%	No
KRT16P2		17p11.2	HOMDEL	5	616	0.8%	No
NSD2	9.545e-2	4p16.3	HOMDEL	1	616	0.2%	Yes
PIGW		17q12	HOMDEL	1	616	0.2%	No
TPRXL		3p25.1	HOMDEL	1	616	0.2%	No
ACTG1		17q25.3	AMP	5	616	0.8%	Yes
GPR26		10q26.13	AMP	1	616	0.2%	No
SLFN5		17q12	AMP	3	616	0.5%	No
RN7SL143P		16q21	AMP	1	616	0.2%	No
SH2D2A	1.892e-2	1q23.1	AMP	3	616	0.5%	No
KCNJ5-AS1		11q24.3	AMP	1	616	0.2%	No
PLAAT4		11q12.3	HOMDEL	1	616	0.2%	No
PNPLA6		19p13.2	AMP	1	616	0.2%	No
PYCARD		16p11.2	AMP	5	616	0.8%	No
TTLL10		1p36.33	HOMDEL	5	616	0.8%	No
MAGI2		7q21.11	HOMDEL	2	616	0.3%	No
CORO7		16p13.3	HOMDEL	2	616	0.3%	No
KCNH8		3p24.3	AMP	1	616	0.2%	No
IFITM5		11p15.5	HOMDEL	4	616	0.6%	No
LILRB4		19q13.42	AMP	1	616	0.2%	No
JPH1		8q21.11	AMP	20	616	3.2%	No
GABRG3	2.325e-6	15q12	HOMDEL	8	616	1.3%	No
DDIT3		12q13.3	AMP	1	616	0.2%	Yes
MATK		19p13.3	AMP	1	616	0.2%	No
OXGR1		13q32.1	HOMDEL	1	616	0.2%	No
CLEC14A		14q21.1	AMP	1	616	0.2%	No
DKC1		Xq28	HOMDEL	2	616	0.3%	No
ZBED9		6p22.1	HOMDEL	1	616	0.2%	No
RN7SL148P	1.892e-2	1q44	AMP	4	616	0.6%	No
CAMSAP2	1.892e-2	1q32.1	AMP	4	616	0.6%	No
BATF3	1.892e-2	1q32.3	AMP	5	616	0.8%	No
CSDE1	4.912e-6	1p13.2	HOMDEL	4	616	0.6%	Yes
AIP		11q13.2	AMP	1	616	0.2%	No
SLC52A2		8q24.3	AMP	28	616	4.5%	No
GPR25	1.892e-2	1q32.1	AMP	4	616	0.6%	No
TBCE		1q42.3	HOMDEL	1	616	0.2%	No
KIF2C		1p34.1	AMP	1	616	0.2%	No
GLRX2		1q31.2	HOMDEL	1	616	0.2%	No
EBF3		10q26.3	HOMDEL	1	616	0.2%	No
RN7SL147P		3p25.2	AMP	2	616	0.3%	No
SLC6A13		12p13.33	AMP	10	616	1.6%	No
ETNK1		12p12.1	AMP	5	616	0.8%	Yes
SMIM1		1p36.32	HOMDEL	5	616	0.8%	No
PTPRCAP		11q13.2	HOMDEL	1	616	0.2%	No
IQCH		15q23	HOMDEL	4	616	0.6%	No
CCND2		12p13.32	HOMDEL	1	616	0.2%	Yes
FAM99B		11p15.5	HOMDEL	2	616	0.3%	No
RNA5SP377		12q24.33	AMP	1	616	0.2%	No
S100B		21q22.3	HOMDEL	3	616	0.5%	No
PAXX		9q34.3	HOMDEL	2	616	0.3%	No
RN7SL154P	9.774e-2	19q13.11	AMP	3	616	0.5%	No
CACNA1A		19p13.13	AMP	2	616	0.3%	No
SLC7A1		13q12.3	AMP	31	616	5.0%	No
ZCCHC17		1p35.2	HOMDEL	1	616	0.2%	No
INAVA	1.892e-2	1q32.1	AMP	4	616	0.6%	No
PAQR3		4q21.21	HOMDEL	2	616	0.3%	No
SYT10		12p11.1	HOMDEL	1	616	0.2%	No
CHCHD2		7p11.2	HOMDEL	1	616	0.2%	No
RNA5SP23		1p31.1	HOMDEL	2	616	0.3%	No
NCOA4		10q11.22	HOMDEL	3	616	0.5%	Yes
SNORA47		5q13.3	HOMDEL	2	616	0.3%	No
CCDC166		8q24.3	AMP	28	616	4.5%	No
C6ORF47		6p21.33	HOMDEL	2	616	0.3%	No
ZBED6	1.892e-2	1q32.1	AMP	5	616	0.8%	No
ARHGEF28		5q13.2	HOMDEL	3	616	0.5%	Yes
PM20D1	1.892e-2	1q32.1	AMP	5	616	0.8%	No
RNA5SP376		12q24.33	AMP	1	616	0.2%	No
RN7SL150P	9.774e-2	19q13.11	AMP	3	616	0.5%	No
SLC7A2		8p22	AMP	1	616	0.2%	No
RNA5SP439		17q12	AMP	4	616	0.6%	No
CEP120	2.199e-5	5q23.2	HOMDEL	4	616	0.6%	No
CACNA1B		9q34.3	AMP	4	616	0.6%	No
OR5J2		11q12.1	AMP	2	616	0.3%	No
BLOC1S3		19q13.32	AMP	1	616	0.2%	No
GGT5		22q11.23	HOMDEL	1	616	0.2%	No
PREP		6q21	HOMDEL	3	616	0.5%	No
PTPRO	1.319e-2	12p12.3	HOMDEL	4	616	0.6%	Yes
KIAA1549L		11p13	HOMDEL	1	616	0.2%	No
TRIM11		1q42.13	HOMDEL	1	616	0.2%	No
IL24	1.892e-2	1q32.1	AMP	5	616	0.8%	No
UPRT		Xq13.3	AMP	1	616	0.2%	No
CACNA1C	1.051e-9	12p13.33	AMP	12	616	1.9%	No
EXOC1		4q12	AMP	1	616	0.2%	No
MEIOC		17q21.31	AMP	2	616	0.3%	No
CALML5		10p15.1	AMP	1	616	0.2%	No
SERPINF2		17p13.3	AMP	2	616	0.3%	No
FCN3	8.177e-35	1p36.11	HOMDEL	2	616	0.3%	No
RNA5SP403		16p13.2	AMP	1	616	0.2%	No
CLEC16A		16p13.13	AMP	1	616	0.2%	No
GDF9	2.199e-5	5q31.1	HOMDEL	3	616	0.5%	No
ANKRD65		1p36.33	AMP	1	616	0.2%	No
UBE2M		19q13.43	AMP	1	616	0.2%	No
PWWP2B		10q26.3	AMP	1	616	0.2%	No
OPLAH		8q24.3	AMP	29	616	4.7%	No
RNA5SP458		18q21.1	AMP	1	616	0.2%	No
RN7SKP211		6q21	HOMDEL	2	616	0.3%	No
MYOZ2		4q26	HOMDEL	2	616	0.3%	No
TNFRSF19		13q12.12	AMP	34	616	5.5%	No
EMC1		1p36.13	HOMDEL	2	616	0.3%	No
FANCM	6.190e-2	14q21.2	HOMDEL	2	616	0.3%	No
PLIN1	9.521e-2	15q26.1	AMP	2	616	0.3%	No
GALNT7		4q34.1	AMP	1	616	0.2%	No
ABCD4	1.130e-1	14q24.3	HOMDEL	1	616	0.2%	No
ZNF189		9q31.1	AMP	1	616	0.2%	No
PDGFD		11q22.3	AMP	1	616	0.2%	No
RAB21		12q21.1	AMP	1	616	0.2%	No
WDR93		15q26.1	HOMDEL	1	616	0.2%	No
RALY		20q11.22	AMP	53	616	8.6%	No
GPR89A		1q21.1	HOMDEL	1	616	0.2%	No
CACNA1E	1.892e-2	1q25.3	AMP	4	616	0.6%	No
DSG3		18q12.1	HOMDEL	2	616	0.3%	No
STEAP1		7q21.13	AMP	4	616	0.6%	No
RNA5SP448		17q25.1	AMP	2	616	0.3%	No
LINC02870		10q26.3	AMP	1	616	0.2%	No
SBK1		16p12.1	HOMDEL	1	616	0.2%	No
ZNF333		19p13.12	HOMDEL	3	616	0.5%	No
PLK1		16p12.2	AMP	2	616	0.3%	No
LRRC37A17P		17q21.32	AMP	3	616	0.5%	No
RHOXF1		Xq24	HOMDEL	1	616	0.2%	No
LARP4B	2.135e-1	10p15.3	HOMDEL	2	616	0.3%	Yes
TOP3B		22q11.22	AMP	1	616	0.2%	No
KLHL18		3p21.31	AMP	1	616	0.2%	No
KLHL15		Xp22.11	AMP	3	616	0.5%	No
PRAMEF1		1p36.21	HOMDEL	3	616	0.5%	No
WDR83		19p13.13	HOMDEL	3	616	0.5%	No
MAGEE2		Xq13.3	AMP	1	616	0.2%	No
HCAR2		12q24.31	HOMDEL	1	616	0.2%	No
CACNA1F		Xp11.23	AMP	1	616	0.2%	No
OR1I1		19p13.1	HOMDEL	3	616	0.5%	No
TTLL6		17q21.32	AMP	4	616	0.6%	No
NGLY1		3p24.2	AMP	1	616	0.2%	No
TRPV1		17p13.2	HOMDEL	6	616	1.0%	No
CTAG2		Xq28	HOMDEL	2	616	0.3%	No
ZKSCAN8		6p21	AMP	2	616	0.3%	No
FXYD1	9.774e-2	19q13.12	AMP	2	616	0.3%	No
ADAM33		20p13	HOMDEL	2	616	0.3%	No
RGMA	9.521e-2	15q26.1	AMP	3	616	0.5%	No
DEFB106B		8p23.1	HOMDEL	42	616	6.8%	No
CACNA1S	1.892e-2	1q32.1	AMP	4	616	0.6%	No
RNA5SP473		19q13.43	AMP	1	616	0.2%	No
SLC8A3		14q24.2	AMP	1	616	0.2%	No
ZNF708		19p12	HOMDEL	3	616	0.5%	No
MEAK7		16q24.1	HOMDEL	2	616	0.3%	No
CHST12	2.467e-1	7p22.3	AMP	1	616	0.2%	No
ARMCX4		Xq22.1	HOMDEL	1	616	0.2%	No
TEX9		15q21.3	HOMDEL	4	616	0.6%	No
FXYD3	9.774e-2	19q13.12	AMP	3	616	0.5%	No
GPC1		2q37.3	HOMDEL	2	616	0.3%	No
ARMC1		8q13.1	HOMDEL	1	616	0.2%	No
WDR44		Xq24	HOMDEL	1	616	0.2%	No
STK38L		12p11.23	AMP	5	616	0.8%	No
WDR93	9.521e-2	15q26.1	AMP	2	616	0.3%	No
KLRK1		12p13.2	AMP	2	616	0.3%	No
PSMD1		2q37.1	HOMDEL	1	616	0.2%	No
ATP5F1E		20q13.32	AMP	52	616	8.4%	No
PSMG3	2.467e-1	7p22.3	AMP	1	616	0.2%	No
EIF3CL		16p12.1	HOMDEL	1	616	0.2%	No
RNA5SP39		13q33.3	HOMDEL	2	616	0.3%	No
EXOSC7		3p21.31	AMP	1	616	0.2%	No
OR1G1		17p13.3	HOMDEL	5	616	0.8%	No
MRGPRF		11q13.3	AMP	1	616	0.2%	No
RGS11		16p13.3	HOMDEL	4	616	0.6%	No
ZNF518B		4p16.1	AMP	1	616	0.2%	No
FAM157B		9q34.3	AMP	4	616	0.6%	No
FAM86C2P		11q13.2	AMP	1	616	0.2%	No
LRTOMT		11q13.4	HOMDEL	1	616	0.2%	No
ZP1		11q12.2	AMP	1	616	0.2%	No
ATP5PB		1p13.2	AMP	1	616	0.2%	No
H1-6		6p22.2	HOMDEL	3	616	0.5%	No
ELP4		11p13	AMP	1	616	0.2%	No
HHLA1		8q24.22	HOMDEL	1	616	0.2%	No
ANKRD22		10q23.31	AMP	1	616	0.2%	No
FHDC1		4q31.3	AMP	1	616	0.2%	No
DCSTAMP		8q22.3	AMP	31	616	5.0%	No
SNHG6		8q13.1	AMP	19	616	3.1%	No
PKD2		4q22.1	HOMDEL	1	616	0.2%	No
